id,name,team,teamType,status,authType,category,toolCount,monthlyToolCallCount,totalToolCallCount,featuredLevel,toolNames,starterMessages,description
"540","kr-bid","한국데이터랩","INDIVIDUAL","APPROVED","OAUTH","생산성/문서/개발","12","130","138","0","add_bookmark|add_watch_keyword|attachment_text_chunk|award_stats|fetch|list_bookmarks|list_notifications|list_watch_keywords|remove_bookmark|remove_watch_keyword|search|search_awards","최근 IT 용역 공고 5개를 찾아줘|첨부문서에 여성기업 조건이 있는 공고를 찾아줘|검색 결과 중 하나의 참가 자격과 첨부 요건을 요약해줘","나라장터 공공입찰 공고, 첨부문서 본문, 낙찰 이력을 검색·조회하는 MCP 서버입니다. 사용자별 북마크, 키워드, 알림은 인증된 본인 범위에서만 사용할 수 있습니다."
"220","YouTube Data 분석","테디노트","INDIVIDUAL","APPROVED","NONE","여행/행사/문화/공연","15","127","503","0","get_video_details|search_videos|get_transcripts|get_video_comments|get_related_videos|list_available_captions|get_channel_statistics|get_channel_top_videos|get_channel_details|get_trending_videos|get_video_categories|search_live_videos|get_playlist_details|get_playlist_items|search_playlists","YouTube 테디노트 채널 분석해줘.|MCP 서버 제작을 위한 영상을 추천해줘.|조코딩의 PlayMCP 관련 영상 찾아줘.","YouTube Data MCP는 Google의 YouTube Data API v3를 기반으로 YouTube 콘텐츠에 대한 종합적인 데이터 접근을 제공하는 MCP 서버입니다. 주요 기능 - 비디오 검색 - 키워드 기반 YouTube 비디오 검색 - 비디오 상세 정보 - 제목, 설명, 통계(조회수, 좋아요), 메타데이터 조회 - 채널 분석 - 구독자 수, 총 비디오 수, 채널 설명 등 채널 정보 조회 - 플레이리스트 관리 - 플레이리스트 정보 및 포함된 비디오 목록 조회 - 트렌드 분석 - 지역별 인기 급상승 비디오 조회 - 자막 추출 - 비디오 URL 또는 ID로 자막/스크립트 추출 - 카테고리 조회 - 지역별 비디오 카테고리 목록 확인 활용 사례 - 경쟁 채널 벤치마킹 및 콘텐츠 전략 수립 - 트렌드 키워드 기반 콘텐츠 기획 - 비디오 자막 분석을 통한 콘텐츠 요약 - 특정 주제의 인기 비디오 리서치"
"61364677623463129","foxMate - 환율, 환전 정보","JoShua","INDIVIDUAL","APPROVED","NONE","금융/투자/사업","4","125","125","0","get_realtime_rate|compare_exchange_value|fx_report|fx_change_backtest","지금 달러 환율 살 만한 수준이야?|엔화 100만원 환전하면 우대율에 따라 얼마나 차이나?|한 달 전에 달러 환전했다면 지금이랑 얼마나 차이나?","여행·직구·환테크·해외송금 전 환율 결정을 돕는 FoxMate(폭스메이트). USD·JPY·EUR에 대해 ①최신 환율 ②환전 우대율(80/90/100%)별 실수령액·절약액 ③52주 중 현재 위치·타이밍 리포트 ④'N일 전 환전했다면' 변동 비교 를 제공합니다. 한국은행 공식 매매기준율 기반, 모든 응답에 출처·기준일 표기. 환전 정보 제공일 뿐 투자 권유가 아닙니다. FoxMate helps your KRW exchange decisions for travel & overseas shopping: latest rates, preferential-rate take-home comparison, a 52-week timing report, and a past-vs-today backtest for USD/JPY/EUR."
"60991536191551193","부동산 매물 검색","choi_0715","INDIVIDUAL","APPROVED","NONE","교육/보육/학교","3","108","108","0","search_property|find_midpoint_property|get_market_price","수원에 역이랑 가깝고 학군 가까운 매매 3억대 시세 아파트 있어?|목동 롯데캐슬 요즘 매매랑 전세 시세가 얼마야?|부천시에 오피스텔 시세가 2억대인 지역과 매물들 알려줘","국토교통부 공공 API와 카카오맵 API를 활용한 부동산 매물 검색 서비스입니다. 전국 아파트, 오피스텔, 빌라(연립다세대)의 매매·전세·월세 실거래가를 조회하고, 지역·가격·매물 종류별 맞춤 검색이 가능합니다. 두 직장의 중간 지점에서 최적의 매물을 추천하며, 각 매물의 주변 지하철역(거리/도보시간), 학교, 어린이집 등 학군 정보도 함께 제공합니다. 특정 아파트의 평형별 시세와 최근 거래 추이도 확인할 수 있습니다."
"200","맛집검색","AIMIZING","INDIVIDUAL","APPROVED","NONE","생활/로컬/교통","2","106","507","0","search_and_recommend_places|kakao_recommend_finalize","성수동에서 돈까스 맛집 찾아줘.|강남역 고깃집 추천해줘.|홍대에서 가성비 좋은 파스타집 추천해줘.","카카오 지도와 블로그 정보를 활용해 맛집을 검색하고, AI 추론 점수(최근성/의도/홍보 억제 등)를 결합해 최종 추천을 제공합니다. - 결과 생성에는 보통 1~2분 정도 소요됩니다. - 2분이 지나도 결과가 나오지 않으면 정지 후 동일한 프롬프트로 다시 실행해 주세요."
"281","국가법령정보 MCP","개친절한류주임","INDIVIDUAL","APPROVED","TOKEN","법률/공공/행정","57","105","252","0","search_law|get_law_text|search_all|advanced_search|suggest_law_names|search_admin_rule|get_admin_rule|search_ordinance|get_ordinance|compare_old_new|get_three_tier|compare_articles|get_annexes|get_law_tree|get_law_system_tree|get_law_statistics|get_external_links|parse_article_links|get_article_history|get_law_history|get_historical_law|search_historical_law|search_precedents|get_precedent_text|summarize_precedent|extract_precedent_keywords|find_similar_precedents|search_interpretations|get_interpretation_text|search_tax_tribunal_decisions|get_tax_tribunal_decision_text|search_customs_interpretations|get_customs_interpretation_text|search_constitutional_decisions|get_constitutional_decision_text|search_admin_appeals|get_admin_appeal_text|search_ftc_decisions|get_ftc_decision_text|search_pipc_decisions|get_pipc_decision_text|search_nlrc_decisions|get_nlrc_decision_text|search_english_law|get_english_law_text|search_legal_terms|search_ai_law|get_legal_term_kb|get_legal_term_detail|get_daily_term|get_daily_to_legal|get_legal_to_daily|get_term_articles|get_related_laws|parse_jo_code|get_batch_articles|get_article_with_precedents","전세 계약 끝났는데 집주인이 보증금 안 돌려줘. 어떻게 해?|한-EU FTA에서 섬유제품 원산지 기준 뭐야?|우리 회사(300명) 중대재해처벌법 적용돼? 대표이사 처벌 기준은?","한국 법령정보 통합 검색 (국가법령정보센터 API) - 58개 도구 🔍 검색 • 법령/행정규칙/자치법규/판례/해석례 통합 검색 • AI 자연어 검색 - ""음주운전 처벌"", ""퇴직금 계산"" (v1.6.0) • 법령용어 지식베이스 - 일상용어↔법령용어 연계 (v1.6.0) 📖 조회 • 법령 전문/조문 조회, 신구법 대조, 3단 위임 추적 • 헌재/행정심판/공정위/개보위/노동위 결정문 • 조세심판 재결례, 관세청 해석, 영문법령 📊 분석 • 조문 개정 이력 추적, 법령 계층 구조 시각화 • 판례 요약/키워드 추출/유사 판례 탐색 👥 활용 대상 • 공무원: 법령 개정 추적, 유권해석 확인 • 법조인: 판례 분석, 조문 비교 • 관세사/세무사: 관세법 해석, 조세심판 재결 검색 • 기업: 컴플라이언스 검토, 계약서 법령 확인 • 일반인: ""전세 보증금"", ""퇴직금"" 등 일상 법률 질문 API 키: open.law.go.kr (무료)"
"51769606209055474","ssuMCP","seongju","INDIVIDUAL","APPROVED","NONE","교육/보육/학교","23","104","107","0","get_my_chapel_info|get_my_scholarships|get_meal_by_date|logout_all|get_auth_status|logout_provider|get_recent_notices|search_library_book|get_library_seat_status|search_notices|get_my_grades|get_department_notices|get_my_library_loans|get_dorm_weekly_meal|get_today_meal|get_my_schedule|get_notice_detail|get_my_assignments|start_auth|check_graduation_requirements|search_campus_facilities|get_active_notices|list_notice_categories","나 졸업하려면 어떤 조건들이 남았어?|도서관 6층 창가쪽 빈자리 있으면 예약해줘|장학금 관련 공지사항 찾아줘","숭실대학교의 모든 공개/개인 정보 제공과 자동화 에이전트 기능을 MCP 표준 도구로 제공하여 공개 서버 지속적으로 업데이트 및 기능 추가 중입니다 공개 도구 •학식 - 학생식당·도담식당·기숙사(레지던스홀)등 모든 식당 메뉴 및 식당정보 •시설 - 캠퍼스 내 카페·편의점·복사 등 검색 •도서관 - 좌석 실시간 조회 / 도서 검색 •공지사항 - 최신 공지 목록·키워드검색·학과별공지 등 개인 도구 요청시 로그인 URL을 받아 한 번 로그인하면 이후 모든 개인 도구를 사용 가능 •u-SAINT - 시간표, 성적, 채플 정보, 졸업요건, 장학금 내역 등 •LMS - 현재 학기 미제출 과제·퀴즈목록 등 •도서관 - 대출 현황 및 반납 기한(예약 현황 및 예약 자동화 에이전트 도입 예정)"
"61026142567577851","MOYO · 단톡방 AI 펫","똘맹이","INDIVIDUAL","APPROVED","NONE","생활/로컬/교통","2","98","98","0","talk_to_moyo|get_moyo_profile","모요야 강남이랑 홍대 중간 맛집 추천해줘|모요야 지현이는 조용한 카페 좋아해|모요야 우리 추억 지도 보여줘","모요는 단톡방에 사는 작은 AI 펫이에요. 불러줄수록 추억을 먹고 무럭무럭 자라요 🌱 (새싹 → 뽀송 → 꽃송) 그냥 귀엽기만 한 게 아니라, 진짜 우리 단톡방을 알아요: 🧭 우리를 아는 추천 — 전에 함께 간 곳을 기억해서, 겹치지 않게 새로운 곳을 골라줘요. 멤버 취향(조용한 카페·디저트…)도 모아서, 아무도 소외되지 않게 골라줘요. 📅 약속 자동 조율 — 멤버들이 가능한 날을 말하면 모요가 종합해서 조율해줘요 📍 중간지점 — 각자 어디 사는지 알면 모두 편한 곳을 찾아줘요. 🎂 생일·추억 — 단톡방 생일을 기억해두고, 함께 간 곳은 '추억 지도'로 그려줘요. 🍚 맛집·카페 — 실제 카카오맵 장소를 종류별로, 추천 이유까지. 밥 주고 산책시키면 진짜로 자라고, ""모요야 기분 어때?"" 하면 레벨·스탯이 그려진 카드로 답해요. 조용히 있어달라면 조용히 — 단톡방을 몰래 보지 않고, 알려준 것만 기억해요. 지금 ""모요야""라고 불러보세요"
"489","ArtBridge:20만 공연데이터 1초만에 내취향으로","한태진","INDIVIDUAL","APPROVED","NONE","금융/투자/사업","5","95","13706","0","get_genre_list|search_events_by_location|filter_free_events|get_event_detail|get_trending_performances","종로구에서 이번 주 볼만한 연극 추천해주고 예매 링크도 알려줘.|요즘 뮤지컬 뭐가 제일 핫해? 출연진이랑 예매 링크도 알려줘|이번 달 마감 임박한 공연 중에 놓치면 아까운 거 뭐야?","KOPIS의 20만 건 이상의 데이터를 바탕으로 9개 장르(연극·뮤지컬·무용·클래식·국악·대중음악·서커스/마술·복합)의 공연을 **박스오피스 인기도·위치·날짜·가격** 등 다각도에서 분석해 맞춤형 공연을 추천하는 MCP 서버입니다. 핵심 기능: - 박스오피스 기반 인기 공연 추천 (실시간 순위 반영) - 지역별 실시간 공연 검색 (구/군 -> 시/도 -> 전국 순 자동 확장) - 무료 공연 자동 필터링 (API 체이닝) - 마감임박(종료 14일 이내) 공연 가중치 점수로 추천 - 출연진·시놉시스·예매 링크 등 상세 정보 통합 조회 실사용 예시: 카카오톡에서 ""이번 주에 연극이나 볼래?""라는 대화가 나오면, AI가 자동으로 `기간`, `장르` 파라미터를 추출해 실시간 공연 정보를 즉시 제공합니다. 이를 통해 사용자는 끊김 없는 문화생활 경험을, 서비스 제공자는 예매 전환율 향상과 비즈니스 가치 창출 기회를 얻게 됩니다."
"4","멜론","Kakao Entertainment","BUSINESS","APPROVED","OAUTH","여행/행사/문화/공연","18","95","2882","0","get_music_chart|get_playlist_tracks|get_music_content_details|get_artist_contents|get_music_content_url|get_genres|get_music_contents_by_genre|get_recently_played_music_contents|get_my_created_playlists|get_my_most_listened_songs|get_my_liked_music_contents|get_latest_music_contents|create_playback_url|get_melon_curated_playlists|search_melon_music_contents|recommend_personalized_songs_by_dj_mallang|recommend_similar_songs_by_dj_mallang|get_song_streaming_report","운동할 때 듣기 좋은 노래들 틀어줘!|작년 오늘 내가 들었던 곡은 뭐였을까?|DJ 말랑이가 추천해주는 곡들을 듣고 싶어!","► 멜론을 통해 아티스트, 앨범, 곡에 대한 다양한 정보를 확인할 수 있습니다. ► 멜론에서 제공하는 차트와 키워드를 기반으로 음악과 플레이리스트를 검색 할 수 있습니다. ► 내가 좋아하거나 들었던 음악을 기반으로 개인화된 음악 추천이 가능합니다. ► '~재생해줘' 라고 하면 해당 디바이스에서 멜론앱을 통해 바로 감상이 가능합니다."
"57673221364821753","학교 급식 정보","Chai","INDIVIDUAL","APPROVED","NONE","교육/보육/학교","4","80","80","0","search_school|get_meal|get_meals_range|get_weekly_meal","서울고등학교 오늘 점심 뭐야?|우리 아이 학교(○○초등학교) 이번 주 급식 메뉴 알려줘|땅콩 알레르기 있는데 다음 주 △△중학교 급식에 위험한 거 있어?","NEIS Open API 기반 전국 초·중·고 급식 메뉴 조회. 학교 검색, 일별/주간 메뉴, 알레르기 정보 제공."
"570","여기어때","여기어때","BUSINESS","APPROVED","NONE","커머스/쇼핑/배송","2","80","247","0","search|fetch","강릉 인기있는 호텔 추천|제주도 구좌읍 게스트하우스 추천|다음주 주중 포시즌호텔 객실정보","여기어때 MCP는 실시간 숙소 정보 제공을 위해 두 가지 핵심 도구를 지원합니다. 첫째, search 도구는 사용자가 입력한 지역이나 숙소명을 바탕으로 실시간 검색을 수행합니다. 체크인·체크아웃 날짜와 인원에 맞춰 현재 예약 가능한 숙소 리스트, 가격, 위치 정보를 즉시 제공하여 탐색 과정을 간소화합니다. 둘째, fetch 도구는 선택한 숙소에 대한 심층 정보를 조회합니다. 객실별 상세 요금, 시설 정보, 이용 정책 및 이미지를 파싱하여 제공함으로써 사용자가 외부 사이트를 일일이 방문하지 않고도 AI 대화창 안에서 정확한 비교와 의사결정을 내릴 수 있게 돕습니다. 이 도구들은 서로 유기적으로 작동하여, AI가 단순한 추천을 넘어 실제 데이터에 기반한 맞춤형 여행 계획과 상세 가이드를 제공할 수 있도록 설계되었습니다."
"57506769353617064","한국 공항 실시간 운항정보","Chai","INDIVIDUAL","APPROVED","NONE","생활/로컬/교통","5","79","79","0","get_flight_status|search_by_route|track_my_flight|airport_overview|codeshare_info","KE093 지연됐어?|ICN에서 나리타 가는 오늘 비행기들|김포공항 처음 가는데 분위기 어때?","인천·김포·김해·제주 포함 한국 14개 공항의 실시간 출도착 정보를 자연어로 조회합니다. 편명 추적(게이트·수취대·터미널), 노선 검색(예: 김포→제주, 인천→나리타), 공항 개요(항공사·노선 분포), 인천공항 코드쉐어 정보를 제공합니다. 공공데이터포털 API 기반 — 일반 LLM이 자체적으로 알 수 없는 실시간 운항 데이터를 다룹니다."
"261","신년운세 & 사주/궁합 - 정통 명리학 by 1FATE","closed","INDIVIDUAL","APPROVED","NONE","법률/공공/행정","4","79","285","0","analyze_saju|get_daily_fortune|get_year_fortune|check_compatibility","1990년 3월 15일 오전 10시 서울 태어난 남자야. 사주 분석해줘|1995년 음력 8월 20일생 여자인데 오늘 운세 봐줘|1988년 5월 10일생 남자, 2026년 신년 운세 알려줘","정통 명리학 3대 고전(자평진전, 적천수, 명리정종)을 기반으로 사주팔자를 분석합니다. 1FATE의 호작(虎鵲)엔진으로 분석된 내용을 호(虎)가 읽고, 작(鵲)이 전해드립니다. [정통성] • 정해 만세력 100% 검증 (12운성 120케이스, 신살 48종) • 격국 20종 + 용신 3법(억부/조후/통관) 종합 적용 [정밀도] • 진태양시: 163,400개 글로벌 도시 지원 (서울↔부산 4분 차이) • 대운 계산: 천문 라이브러리 동적 계산 (연도 제한 없음) • 음력/윤달 자동 변환 [기능] • 사주 분석 – 오행, 십신, 격국, 용신 • 오늘의 기운 – 용신과 일진 조합으로 하루 에너지 • 신년 인사이트 – 연간 흐름을 참고용 인사이트로 제공 • 궁합 분석 – 천간합, 지지 합충형파해 해석 출생시간 없이도 분석 가능하며, 시간 추가 시 정확도가 향상됩니다. 본 서비스는 자기이해를 돕는 디지털 인사이트이며 의료·법률·재정 등 전문 상담을 대체하지 않습니다."
"5","카카오톡 선물하기","Kakao","BUSINESS","APPROVED","NONE","커머스/쇼핑/배송","6","78","1260","0","SearchGift|GetReceivedGifts|GetNearExpiryGifts|GetRefundAwaitingGifts|GetRecentGiftOrderHistory|GetTrendingGiftRanking","내가 아직 안 쓴 선물 알려줘|3만원대 선물 추천해줘!|20대가 좋아하는 선물 뭐 있어?","카카오톡 선물하기 기능과 관련된 정보를 조회하거나 선물을 추천받을 수 있습니다. ► 기념일, 관계, 분위기 등에 맞는 상황별 선물을 추천받을 수 있습니다. ► 최근 주문한 선물의 내역이나 환불·미사용 선물 정보를 조회할 수 있습니다. ► 카테고리, 가격대, 키워드 등을 기준으로 인기 선물 아이템을 검색할 수 있습니다."
"62476558996129800","Tripcue","snowmuffin","INDIVIDUAL","APPROVED","NONE","커머스/쇼핑/배송","5","77","77","0","search_global_events|search_bookable_events|get_event_hotels|get_hotel_availability|get_event_nearby_places","8월에 유럽 음악 페스티벌 추천해줘|볼만한 축제 있는 곳으로 여행 가고 싶어|도쿄 콘서트 근처 호텔이랑 맛집 알려줘","전 세계 콘서트·페스티벌·스포츠 이벤트 일정과 위치를 기반으로 여행을 계획하는 도구입니다. 가고 싶은 이벤트를 찾고, 행사장 근처 호텔을 실시간 객실 가격(아고다)과 함께 추천하며, 주변 맛집·카페·관광지 등 여행에 필요한 시설까지 한 번에 안내합니다. 이벤트 날짜에 맞춘 추천 숙박 기간을 제안해 여행 일정의 뼈대를 잡아줍니다."
"445","맞춤 뉴스 브리핑","김민희","INDIVIDUAL","APPROVED","NONE","생산성/문서/개발","1","75","155","0","summarize_news","오늘의 AI 뉴스 기사를 브리핑해줘.|반도체 시장 동향을 투자자 관점으로 정리해줘.|스타트업 관련 최신 뉴스를 창업자 관점으로 요약해줘.","사용자가 원하는 분야의 최신 뉴스를 수집하고 핵심만 압축하여 맞춤형으로 브리핑해주는 뉴스 요약 MCP입니다. 개인의 관심 관점과 스타일에 맞춘 분석형 브리핑을 자동으로 생성합니다."
"20","날씨 예보 조회","프람트테크놀로지","INDIVIDUAL","APPROVED","NONE","생활/로컬/교통","2","72","661","0","get_sido_realtime_dust|get_short_term_forcast","중구 효자동의 날씨 실황값을 알수있을까?|내일 서울 날씨 알려줘|부산 서구의 미세먼지 정보 알 수 있을까?","공공데이터 포털에서 제공하는 단기 예보 및 미세먼지 정보를 활용해 지역 기준으로 날씨정보를 알려줍니다."
"2","톡캘린더","Kakao","BUSINESS","APPROVED","NONE","생산성/문서/개발","6","61","1629","0","GetCurrentTime|GetEvent|CreateEvent|GetTask|CreateTask|GetFriendsBirthdays","내일 12시에 춘식이와 점심 약속 등록해줘|이번 주 내 일정을 알려줘|이번 주 생일인 친구 알려줘","카카오 톡캘린더에서 일정 및 할일을 조회하거나 생성할 수 있습니다. ► 일정을 조회하거나 새 일정을 등록할 수 있습니다. ► 할 일을 조회하거나 새로운 할 일을 추가할 수 있습니다. ► 생일인 친구를 조회할 수 있습니다."
